Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names,Number of Investors,Organization Description,Organization Industries
Series A - CybSafe,https://www.crunchbase.com/funding_round/cybsafe-series-a--c49bd596,"London, England, United Kingdom, Europe",CybSafe,https://www.crunchbase.com/organization/cybsafe,Series A,3500000,GBP,4500242,2018-09-04,Shawbrook Bank,1,CybSafe is a data analytics and behavioral security platform that assists people in making better security decisions.,"Analytics, Cyber Security, Network Security, Software"
Series A - eduMe,https://www.crunchbase.com/funding_round/edume-series-a--55fd93a8,"London, England, United Kingdom, Europe",eduMe,https://www.crunchbase.com/organization/edume,Series A,5000000,USD,5000000,2020-07-30,"Connect Ventures, Valo Ventures",2,"eduMe is a mobile-based training platform for the deskless workforce. Companies see increased productivity, retention and workforce safety.","Enterprise Software, SaaS"
Seed Round - Oxbotica,https://www.crunchbase.com/funding_round/oxbotica-ltd-seed--d5380af6,"Oxford, Oxfordshire, United Kingdom, Europe",Oxbotica,https://www.crunchbase.com/organization/oxbotica-ltd,Seed,,,,2014-11-01,Oxford University Innovation,1,Oxbotica is a software development firm that offers autonomous vehicle software for businesses.,"Autonomous Vehicles, Software"
Series A - LivingLens,https://www.crunchbase.com/funding_round/livinglens-series-a--1f1ad904,"London, England, United Kingdom, Europe",LivingLens,https://www.crunchbase.com/organization/livinglens,Series A,1750000,GBP,2321232,2018-06-22,Endeavour Ventures,1,LivingLens offers video-based insight tools that enable companies to turn consumer insight films into market research.,"Market Research, Semantic Search, Video"
Series A - Ably Realtime,https://www.crunchbase.com/funding_round/ably-series-a--30e58543,"London, England, United Kingdom, Europe",Ably Realtime,https://www.crunchbase.com/organization/ably,Series A,10000000,USD,10000000,2020-04-06,"Digital Horizon, Forward Partners, James Woolf, Max Tatton-Brown, MMC Ventures, Triple Point Ventures",6,Ably is the platform to power synchronized digital experiences in realtime.,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Internet of Things, Messaging, Mobile, Real Time"
Seed Round - BibliU,https://www.crunchbase.com/funding_round/bibliotech-seed--8f27d50c,"London, England, United Kingdom, Europe",BibliU,https://www.crunchbase.com/organization/bibliotech,Seed,1100000,GBP,1365266,2017-02-17,"Emerge Education, Oxford Science Enterprises, Parkwalk Advisors",3,"BibliU provides colleges and universities with digital content management, automation, and an analytics platform.","E-Learning, Higher Education, Publishing, Textbook"
Series A - Grey Wolf Therapeutics,https://www.crunchbase.com/funding_round/greywolf-therapeutics-series-a--395f2b8c,"Oxford, Oxfordshire, United Kingdom, Europe",Grey Wolf Therapeutics,https://www.crunchbase.com/organization/greywolf-therapeutics,Series A,2500000,GBP,3267436,2020-01-09,"Andera Partners, Canaan Partners",2,Small molecules to increase tumor detection by the immune system,"Biotechnology, Health Care, Therapeutics"
Series A - CMR Surgical,https://www.crunchbase.com/funding_round/cmr-surgical-series-a--3c0822ac,"Cambridge, Cambridgeshire, United Kingdom, Europe",CMR Surgical,https://www.crunchbase.com/organization/cmr-surgical,Series A,26000000,USD,26000000,2017-09-18,"ABB Technology Ventures, Cambridge Innovation Capital, Escala Capital, LGT Capital Partners, Watrium AS",5,CMR Surgical is developing the next-generation surgical robotic system for minimal access surgery.,"Health Care, Medical Device, Robotics"
Seed Round - Superscript,https://www.crunchbase.com/funding_round/superscript-seed--ed711c6b,"London, England, United Kingdom, Europe",Superscript,https://www.crunchbase.com/organization/superscript,Seed,,,,2015-06-01,Chris Archer,1,Superscript provides business insurance designed specifically to meet the fast-changing needs of small businesses.,"Blockchain, Commercial Insurance, Cryptocurrency, Insurance, InsurTech"
Seed Round - Peppy,https://www.crunchbase.com/funding_round/peppy-health-ltd-seed--4b5c6c9c,"London, England, United Kingdom, Europe",Peppy,https://www.crunchbase.com/organization/peppy-health-ltd,Seed,1700000,GBP,2137440,2020-06-11,"Form Ventures, Hambro Perks Ltd., Outward VC, Seedcamp, Tao Tao",5,Peppy is leading digital platform that helps employers give their people expert support for under-served areas of healthcare.,"Employee Benefits, Health Care, Wellness"
Series A - BibliU,https://www.crunchbase.com/funding_round/bibliotech-series-a--360f44c7,"London, England, United Kingdom, Europe",BibliU,https://www.crunchbase.com/organization/bibliotech,Series A,,,,2022-03-28,Parkwalk Advisors,1,"BibliU provides colleges and universities with digital content management, automation, and an analytics platform.","E-Learning, Higher Education, Publishing, Textbook"
Seed Round - Clippings,https://www.crunchbase.com/funding_round/clippings-com-seed--06712d33,"London, England, United Kingdom, Europe",Clippings,https://www.crunchbase.com/organization/clippings-com,Seed,535000,GBP,838257,2014-11-15,,,Clippings operates as an online source for furniture and lighting.,"E-Commerce, Furniture, Home Decor, Interior Design, Lighting"
Series A - CORE POWER (UK) Ltd,https://www.crunchbase.com/funding_round/core-power-holdings-pte-ltd-series-a--5607f47e,"London, England, United Kingdom, Europe",CORE POWER (UK) Ltd,https://www.crunchbase.com/organization/core-power-holdings-pte-ltd,Series A,3500000,USD,3500000,2019-01-05,,,Advanced atomic technologies can be a game changer for heavy transport and industry.,"Advanced Materials, Clean Energy, Energy, Industrial Engineering, Marine Technology, Marine Transportation, Nuclear, Shipping"
Seed Round - Vidsy,https://www.crunchbase.com/funding_round/vidsy-seed--8dd37b3a,"London, England, United Kingdom, Europe",Vidsy,https://www.crunchbase.com/organization/vidsy,Seed,1325000,GBP,1652249,2017-02-14,"Amoi Capital, Ascension, Delin Ventures, Force Over Mass Capital, Founders Factory, GMG Ventures",6,Vidsy is the creative technology engine powering mobile video ad creation for brands.,"Advertising, Digital Marketing, Internet, Mobile, Mobile Advertising, Social Media, Video, Video Advertising"
Series A - Cognism,https://www.crunchbase.com/funding_round/cognism-series-a--026565d9,"London, England, United Kingdom, Europe",Cognism,https://www.crunchbase.com/organization/cognism,Series A,2800000,GBP,3535237,2018-12-19,"London Co-Investment Fund, Newable Private Investing, Oliver Wyman, South Central Ventures",4,Cognism is a B2B sales acceleration software company that provides a marketing and sales acceleration solution.,"Analytics, Artificial Intelligence, Lead Generation, Lead Management, Machine Learning, Marketing Automation, SaaS, Sales Automation, Software"
Series A - Element,https://www.crunchbase.com/funding_round/new-vector-im-series-a--bbec24d4,"London, England, United Kingdom, Europe",Element,https://www.crunchbase.com/organization/new-vector-im,Series A,8500000,USD,8500000,2019-10-10,"Dawn Capital, Firstminute Capital, Notion Capital",3,"Element builds secure, self-sovereign chat apps and collaboration solutions using the open Matrix protocol.","Apps, Commercial, Communications Infrastructure, Information Technology, Software, VoIP"
Series A - PolyAI,https://www.crunchbase.com/funding_round/poly-ai-series-a--adacdef2,"London, England, United Kingdom, Europe",PolyAI,https://www.crunchbase.com/organization/poly-ai,Series A,14000000,USD,14000000,2021-09-08,"Amadeus Capital Partners, Entrepreneur First, Khosla Ventures, Passion Capital, Point72 Ventures, Sands Capital Ventures",6,PolyAI develops a machine learning platform for conversational artificial intelligence.,"Artificial Intelligence, Call Center, Customer Service, Enterprise Software, Machine Learning, Software"
Series A - Capitalise.com,https://www.crunchbase.com/funding_round/capitalise-3-series-a--8cdcae1e,"London, England, United Kingdom, Europe",Capitalise.com,https://www.crunchbase.com/organization/capitalise-3,Series A,3500000,GBP,4564001,2019-02-21,"Gauss Ventures, Hambro Perks Ltd., QED Investors",3,Capitalise uses a little funding magic to identify the best financing options available for your business.,"Accounting, Finance, Financial Services, FinTech"
Seed Round - Drover,https://www.crunchbase.com/funding_round/drover-seed--0c6236ea,"London, England, United Kingdom, Europe",Drover,https://www.crunchbase.com/organization/drover,Seed,2000000,GBP,3043001,2015-11-17,"Forward Partners, Version One Ventures",2,Drover is a car subscription company.,"Automotive, Autonomous Vehicles, Fleet Management, Transportation"
Seed Round - Scoro,https://www.crunchbase.com/funding_round/scoro-seed--13133b49,"London, England, United Kingdom, Europe",Scoro,https://www.crunchbase.com/organization/scoro,Seed,,,,2015-01-22,Alchemist Accelerator,1,Scoro is an all-in-one business management software solution.,"Project Management, SaaS, Software"
Seed Round - Rovco,https://www.crunchbase.com/funding_round/rovco-seed--bd15b9b2,"Bristol, Bristol, City of, United Kingdom, Europe",Rovco,https://www.crunchbase.com/organization/rovco,Seed,1200000,GBP,1627390,2018-05-14,"Bristol Private Equity Club, Cambridge Angels group, Green Angel Syndicate",3,Rovco provides an autonomous underwater vehicle and remotely operated underwater vehicle technologies and support services.,"3D Technology, Autonomous Vehicles, Drones, Marine Technology, Renewable Energy, Robotics"
Series A - Techspert,https://www.crunchbase.com/funding_round/biotechspert-ltd-series-a--911c4989,"Cambridge, Cambridgeshire, United Kingdom, Europe",Techspert,https://www.crunchbase.com/organization/biotechspert-ltd,Series A,3760000,GBP,4859671,2020-02-24,"Cambridge Angels group, GW Asia Capital, John Spearman, Nauta Capital, Zack Feather",5,"Techspert is an AI-driven technology for identifying and sourcing specialist expertise, globally.","Artificial Intelligence, Consulting"
Seed Round - By Miles,https://www.crunchbase.com/funding_round/by-miles-seed--2b3f169e,"London, England, United Kingdom, Europe",By Miles,https://www.crunchbase.com/organization/by-miles,Seed,274000,GBP,356953,2017-06-30,"InMotion Ventures, Insurtech Gateway",2,"By Miles is reinventing car insurance - pay an annual cost to cover your car while it's parked, then pay by the miles you drive each month.","Auto Insurance, Insurance, InsurTech"
Series A - Phrasee,https://www.crunchbase.com/funding_round/phrasee-series-a--93b81b6c,"London, England, United Kingdom, Europe",Phrasee,https://www.crunchbase.com/organization/phrasee,Series A,4000000,USD,4000000,2018-08-30,"AlbionVC, Galvanise Capital, Next Fifteen Communications Group",3,"Phrasee is AI that specializes in language generation for email marketing, push, and Facebook copy.","Artificial Intelligence, Content, Marketing, Natural Language Processing"
Series A - Duffel,https://www.crunchbase.com/funding_round/duffelhq-series-a--c43c52fc,"London, England, United Kingdom, Europe",Duffel,https://www.crunchbase.com/organization/duffelhq,Series A,21500000,USD,21500000,2019-06-19,"Benchmark, Blossom Capital, Index Ventures",3,"We offer a powerful API that enables any travel business to search, book.","Developer APIs, Internet, Tourism, Travel"
